Row number,Reader number,Writer number,start_time,end_time
422,11,5,2021-04-22 13:18:49.817861,2021-04-22 13:18:51.527238
422,12,5,2021-04-22 13:18:49.843228,2021-04-22 13:18:51.527559
422,13,5,2021-04-22 13:18:49.867106,2021-04-22 13:18:51.527893
423,14,5,2021-04-22 13:18:49.793806,2021-04-22 13:18:51.530658
423,15,5,2021-04-22 13:18:49.81787,2021-04-22 13:18:51.530928
423,16,5,2021-04-22 13:18:49.843237,2021-04-22 13:18:51.531192
423,17,5,2021-04-22 13:18:49.867115,2021-04-22 13:18:51.531451
424,18,5,2021-04-22 13:18:49.793817,2021-04-22 13:18:51.534109
424,19,5,2021-04-22 13:18:49.817879,2021-04-22 13:18:51.53437
424,20,5,2021-04-22 13:18:49.843247,2021-04-22 13:18:51.53463
424,21,5,2021-04-22 13:18:49.867124,2021-04-22 13:18:51.534886
425,22,5,2021-04-22 13:18:49.793828,2021-04-22 13:18:51.537548
425,23,5,2021-04-22 13:18:49.817891,2021-04-22 13:18:51.537814
425,24,5,2021-04-22 13:18:49.843256,2021-04-22 13:18:51.538071
425,25,5,2021-04-22 13:18:49.867134,2021-04-22 13:18:51.538326
426,1,5,2021-04-22 13:18:49.793838,2021-04-22 13:18:51.540995
426,2,5,2021-04-22 13:18:49.8179,2021-04-22 13:18:51.541255
426,3,5,2021-04-22 13:18:49.843266,2021-04-22 13:18:51.541513
426,4,5,2021-04-22 13:18:49.867143,2021-04-22 13:18:51.541769
427,5,5,2021-04-22 13:18:49.793848,2021-04-22 13:18:51.544478
427,6,5,2021-04-22 13:18:49.817909,2021-04-22 13:18:51.544745
427,7,5,2021-04-22 13:18:49.843276,2021-04-22 13:18:51.545008
427,8,5,2021-04-22 13:18:49.867153,2021-04-22 13:18:51.545273
428,9,5,2021-04-22 13:18:49.793858,2021-04-22 13:18:51.547962
428,10,5,2021-04-22 13:18:49.817918,2021-04-22 13:18:51.548225
428,11,5,2021-04-22 13:18:49.843289,2021-04-22 13:18:51.548487
428,12,5,2021-04-22 13:18:49.867162,2021-04-22 13:18:51.548751
429,13,5,2021-04-22 13:18:49.793868,2021-04-22 13:18:51.551402
429,14,5,2021-04-22 13:18:49.817928,2021-04-22 13:18:51.55166
429,15,5,2021-04-22 13:18:49.843299,2021-04-22 13:18:51.551917
429,16,5,2021-04-22 13:18:49.867171,2021-04-22 13:18:51.552173
430,17,5,2021-04-22 13:18:49.793878,2021-04-22 13:18:51.554812
430,18,5,2021-04-22 13:18:49.817937,2021-04-22 13:18:51.555071
430,19,5,2021-04-22 13:18:49.843308,2021-04-22 13:18:51.555328
430,20,5,2021-04-22 13:18:49.867185,2021-04-22 13:18:51.555583
431,21,5,2021-04-22 13:18:49.793889,2021-04-22 13:18:51.558222
431,22,5,2021-04-22 13:18:49.817946,2021-04-22 13:18:51.558483
431,23,5,2021-04-22 13:18:49.843318,2021-04-22 13:18:51.558738
431,24,5,2021-04-22 13:18:49.867196,2021-04-22 13:18:51.558996
432,25,5,2021-04-22 13:18:49.793899,2021-04-22 13:18:51.561686
432,1,5,2021-04-22 13:18:49.817976,2021-04-22 13:18:51.56196
432,2,5,2021-04-22 13:18:49.843327,2021-04-22 13:18:51.562222
432,3,5,2021-04-22 13:18:49.867206,2021-04-22 13:18:51.562483
433,4,5,2021-04-22 13:18:49.793909,2021-04-22 13:18:51.565176
433,5,5,2021-04-22 13:18:49.817986,2021-04-22 13:18:51.565438
433,6,5,2021-04-22 13:18:49.843336,2021-04-22 13:18:51.565793
433,7,5,2021-04-22 13:18:49.867216,2021-04-22 13:18:51.566063
434,8,5,2021-04-22 13:18:49.793919,2021-04-22 13:18:51.568914
434,9,5,2021-04-22 13:18:49.817996,2021-04-22 13:18:51.569191
434,10,5,2021-04-22 13:18:49.843345,2021-04-22 13:18:51.569455
434,11,5,2021-04-22 13:18:49.867227,2021-04-22 13:18:51.569719
435,12,5,2021-04-22 13:18:49.793929,2021-04-22 13:18:51.572415
435,13,5,2021-04-22 13:18:49.818005,2021-04-22 13:18:51.572678
435,14,5,2021-04-22 13:18:49.843355,2021-04-22 13:18:51.572939
435,15,5,2021-04-22 13:18:49.867238,2021-04-22 13:18:51.573197
436,16,5,2021-04-22 13:18:49.79394,2021-04-22 13:18:51.575847
436,17,5,2021-04-22 13:18:49.818014,2021-04-22 13:18:51.576107
436,18,5,2021-04-22 13:18:49.843364,2021-04-22 13:18:51.576363
436,19,5,2021-04-22 13:18:49.867249,2021-04-22 13:18:51.576685
437,20,5,2021-04-22 13:18:49.79395,2021-04-22 13:18:51.57953
437,21,5,2021-04-22 13:18:49.818023,2021-04-22 13:18:51.579807
437,22,5,2021-04-22 13:18:49.843373,2021-04-22 13:18:51.580074
437,23,5,2021-04-22 13:18:49.86728,2021-04-22 13:18:51.580344
438,24,5,2021-04-22 13:18:49.793961,2021-04-22 13:18:51.583029
438,25,5,2021-04-22 13:18:49.818033,2021-04-22 13:18:51.58329
438,1,5,2021-04-22 13:18:49.843383,2021-04-22 13:18:51.583544
438,2,5,2021-04-22 13:18:49.86729,2021-04-22 13:18:51.583801
439,3,5,2021-04-22 13:18:49.793971,2021-04-22 13:18:51.586462
439,4,5,2021-04-22 13:18:49.818042,2021-04-22 13:18:51.586725
439,5,5,2021-04-22 13:18:49.843392,2021-04-22 13:18:51.586981
439,6,5,2021-04-22 13:18:49.8673,2021-04-22 13:18:51.587237
440,7,5,2021-04-22 13:18:49.793982,2021-04-22 13:18:51.589884
440,8,5,2021-04-22 13:18:49.818052,2021-04-22 13:18:51.590142
440,9,5,2021-04-22 13:18:49.843402,2021-04-22 13:18:51.590396
440,10,5,2021-04-22 13:18:49.867309,2021-04-22 13:18:51.590653
441,11,5,2021-04-22 13:18:49.793992,2021-04-22 13:18:51.593319
441,12,5,2021-04-22 13:18:49.818061,2021-04-22 13:18:51.593577
441,13,5,2021-04-22 13:18:49.843412,2021-04-22 13:18:51.59383
441,14,5,2021-04-22 13:18:49.867319,2021-04-22 13:18:51.594156
442,15,5,2021-04-22 13:18:49.794005,2021-04-22 13:18:51.596948
442,16,5,2021-04-22 13:18:49.81807,2021-04-22 13:18:51.597217
442,17,5,2021-04-22 13:18:49.843421,2021-04-22 13:18:51.597488
442,18,5,2021-04-22 13:18:49.867329,2021-04-22 13:18:51.597755
443,19,5,2021-04-22 13:18:49.794016,2021-04-22 13:18:51.600459
443,20,5,2021-04-22 13:18:49.81808,2021-04-22 13:18:51.60072
443,21,5,2021-04-22 13:18:49.84343,2021-04-22 13:18:51.600975
443,22,5,2021-04-22 13:18:49.867338,2021-04-22 13:18:51.601232
444,23,5,2021-04-22 13:18:49.794026,2021-04-22 13:18:51.603901
444,24,5,2021-04-22 13:18:49.818089,2021-04-22 13:18:51.604224
444,25,5,2021-04-22 13:18:49.843469,2021-04-22 13:18:51.60448
444,1,5,2021-04-22 13:18:49.867348,2021-04-22 13:18:51.604737
445,2,5,2021-04-22 13:18:49.794036,2021-04-22 13:18:51.60743
445,3,5,2021-04-22 13:18:49.818101,2021-04-22 13:18:51.607689
445,4,5,2021-04-22 13:18:49.843489,2021-04-22 13:18:51.607943
445,5,5,2021-04-22 13:18:49.867357,2021-04-22 13:18:51.608205
446,6,5,2021-04-22 13:18:49.794047,2021-04-22 13:18:51.611046
446,7,5,2021-04-22 13:18:49.818111,2021-04-22 13:18:51.611355
446,8,5,2021-04-22 13:18:49.843502,2021-04-22 13:18:51.611647
446,9,5,2021-04-22 13:18:49.867366,2021-04-22 13:18:51.611958
447,10,5,2021-04-22 13:18:49.794057,2021-04-22 13:18:51.615477
447,11,5,2021-04-22 13:18:49.81812,2021-04-22 13:18:51.615778
447,12,5,2021-04-22 13:18:49.843514,2021-04-22 13:18:51.616069
447,13,5,2021-04-22 13:18:49.867375,2021-04-22 13:18:51.616355
448,14,5,2021-04-22 13:18:49.794067,2021-04-22 13:18:51.619276
448,15,5,2021-04-22 13:18:49.818129,2021-04-22 13:18:51.619559
448,16,5,2021-04-22 13:18:49.843524,2021-04-22 13:18:51.619843
448,17,5,2021-04-22 13:18:49.867385,2021-04-22 13:18:51.620117
449,18,5,2021-04-22 13:18:49.794078,2021-04-22 13:18:51.623278
449,19,5,2021-04-22 13:18:49.818138,2021-04-22 13:18:51.623593
449,20,5,2021-04-22 13:18:49.843533,2021-04-22 13:18:51.623919
449,21,5,2021-04-22 13:18:49.867394,2021-04-22 13:18:51.624271
450,22,5,2021-04-22 13:18:49.794088,2021-04-22 13:18:51.62722
450,23,5,2021-04-22 13:18:49.818148,2021-04-22 13:18:51.627516
450,24,5,2021-04-22 13:18:49.843543,2021-04-22 13:18:51.627792
450,25,5,2021-04-22 13:18:49.867406,2021-04-22 13:18:51.628057
451,1,5,2021-04-22 13:18:49.794098,2021-04-22 13:18:51.630809
451,2,5,2021-04-22 13:18:49.818157,2021-04-22 13:18:51.63107
451,3,5,2021-04-22 13:18:49.843552,2021-04-22 13:18:51.631325
451,4,5,2021-04-22 13:18:49.867415,2021-04-22 13:18:51.631582
452,5,5,2021-04-22 13:18:49.794145,2021-04-22 13:18:51.634451
452,6,5,2021-04-22 13:18:49.818166,2021-04-22 13:18:51.634722
452,7,5,2021-04-22 13:18:49.843561,2021-04-22 13:18:51.634988
452,8,5,2021-04-22 13:18:49.867424,2021-04-22 13:18:51.635256
453,9,5,2021-04-22 13:18:49.794156,2021-04-22 13:18:51.638022
453,10,5,2021-04-22 13:18:49.818175,2021-04-22 13:18:51.638282
453,11,5,2021-04-22 13:18:49.843571,2021-04-22 13:18:51.638537
453,12,5,2021-04-22 13:18:49.867433,2021-04-22 13:18:51.638795
454,13,5,2021-04-22 13:18:49.794166,2021-04-22 13:18:51.641498
454,14,5,2021-04-22 13:18:49.818184,2021-04-22 13:18:51.64176
454,15,5,2021-04-22 13:18:49.84358,2021-04-22 13:18:51.642014
454,16,5,2021-04-22 13:18:49.867442,2021-04-22 13:18:51.64227
455,17,5,2021-04-22 13:18:49.794177,2021-04-22 13:18:51.645139
455,18,5,2021-04-22 13:18:49.818193,2021-04-22 13:18:51.645406
455,19,5,2021-04-22 13:18:49.843589,2021-04-22 13:18:51.645668
455,20,5,2021-04-22 13:18:49.867452,2021-04-22 13:18:51.64593
456,21,5,2021-04-22 13:18:49.794187,2021-04-22 13:18:51.648702
456,22,5,2021-04-22 13:18:49.818203,2021-04-22 13:18:51.648967
456,23,5,2021-04-22 13:18:49.843598,2021-04-22 13:18:51.649225
456,24,5,2021-04-22 13:18:49.867461,2021-04-22 13:18:51.64948
457,25,5,2021-04-22 13:18:49.794196,2021-04-22 13:18:51.652182
457,1,5,2021-04-22 13:18:49.818212,2021-04-22 13:18:51.652437
457,2,5,2021-04-22 13:18:49.843661,2021-04-22 13:18:51.652692
457,3,5,2021-04-22 13:18:49.867471,2021-04-22 13:18:51.652955
458,4,5,2021-04-22 13:18:49.794207,2021-04-22 13:18:51.655708
458,5,5,2021-04-22 13:18:49.818222,2021-04-22 13:18:51.655966
458,6,5,2021-04-22 13:18:49.843686,2021-04-22 13:18:51.65622
458,7,5,2021-04-22 13:18:49.86748,2021-04-22 13:18:51.656474
459,8,5,2021-04-22 13:18:49.794217,2021-04-22 13:18:51.659174
459,9,5,2021-04-22 13:18:49.818231,2021-04-22 13:18:51.65943
459,10,5,2021-04-22 13:18:49.843702,2021-04-22 13:18:51.659685
459,11,5,2021-04-22 13:18:49.867489,2021-04-22 13:18:51.659944
460,12,5,2021-04-22 13:18:49.794226,2021-04-22 13:18:51.662769
460,13,5,2021-04-22 13:18:49.818241,2021-04-22 13:18:51.663041
460,14,5,2021-04-22 13:18:49.843712,2021-04-22 13:18:51.663312
460,15,5,2021-04-22 13:18:49.867499,2021-04-22 13:18:51.663578
461,16,5,2021-04-22 13:18:49.794237,2021-04-22 13:18:51.666373
461,17,5,2021-04-22 13:18:49.81825,2021-04-22 13:18:51.666637
461,18,5,2021-04-22 13:18:49.843721,2021-04-22 13:18:51.666896
461,19,5,2021-04-22 13:18:49.867508,2021-04-22 13:18:51.667151
462,20,5,2021-04-22 13:18:49.79425,2021-04-22 13:18:51.66987
462,21,5,2021-04-22 13:18:49.818259,2021-04-22 13:18:51.670129
462,22,5,2021-04-22 13:18:49.843731,2021-04-22 13:18:51.670387
462,23,5,2021-04-22 13:18:49.867517,2021-04-22 13:18:51.670643
463,24,5,2021-04-22 13:18:49.79426,2021-04-22 13:18:51.673356
463,25,5,2021-04-22 13:18:49.818268,2021-04-22 13:18:51.673621
463,1,5,2021-04-22 13:18:49.843741,2021-04-22 13:18:51.673879
463,2,5,2021-04-22 13:18:49.867527,2021-04-22 13:18:51.674136
464,3,5,2021-04-22 13:18:49.79427,2021-04-22 13:18:51.676881
464,4,5,2021-04-22 13:18:49.81828,2021-04-22 13:18:51.67714
464,5,5,2021-04-22 13:18:49.84375,2021-04-22 13:18:51.677436
464,6,5,2021-04-22 13:18:49.867536,2021-04-22 13:18:51.677697
465,7,5,2021-04-22 13:18:49.79428,2021-04-22 13:18:51.680445
465,8,5,2021-04-22 13:18:49.81829,2021-04-22 13:18:51.680704
465,9,5,2021-04-22 13:18:49.843759,2021-04-22 13:18:51.68096
465,10,5,2021-04-22 13:18:49.867545,2021-04-22 13:18:51.68127
466,11,5,2021-04-22 13:18:49.79429,2021-04-22 13:18:51.684002
466,12,5,2021-04-22 13:18:49.818299,2021-04-22 13:18:51.684257
466,13,5,2021-04-22 13:18:49.843768,2021-04-22 13:18:51.684513
466,14,5,2021-04-22 13:18:49.867554,2021-04-22 13:18:51.68477
467,15,5,2021-04-22 13:18:49.7943,2021-04-22 13:18:51.687484
467,16,5,2021-04-22 13:18:49.818308,2021-04-22 13:18:51.687739
467,17,5,2021-04-22 13:18:49.843781,2021-04-22 13:18:51.687992
467,18,5,2021-04-22 13:18:49.867564,2021-04-22 13:18:51.688245
468,19,5,2021-04-22 13:18:49.79431,2021-04-22 13:18:51.690949
468,20,5,2021-04-22 13:18:49.818317,2021-04-22 13:18:51.691204
468,21,5,2021-04-22 13:18:49.843791,2021-04-22 13:18:51.691456
468,22,5,2021-04-22 13:18:49.867573,2021-04-22 13:18:51.691709
469,23,5,2021-04-22 13:18:49.79432,2021-04-22 13:18:51.694553
469,24,5,2021-04-22 13:18:49.818326,2021-04-22 13:18:51.694819
469,25,5,2021-04-22 13:18:49.8438,2021-04-22 13:18:51.695082
469,1,5,2021-04-22 13:18:49.867582,2021-04-22 13:18:51.69534
470,2,5,2021-04-22 13:18:49.79433,2021-04-22 13:18:51.698131
470,3,5,2021-04-22 13:18:49.818335,2021-04-22 13:18:51.698391
470,4,5,2021-04-22 13:18:49.843809,2021-04-22 13:18:51.698648
470,5,5,2021-04-22 13:18:49.867594,2021-04-22 13:18:51.6989
471,6,5,2021-04-22 13:18:49.794339,2021-04-22 13:18:51.701831
471,7,5,2021-04-22 13:18:49.818344,2021-04-22 13:18:51.702103
471,8,5,2021-04-22 13:18:49.843818,2021-04-22 13:18:51.70237
471,9,5,2021-04-22 13:18:49.867604,2021-04-22 13:18:51.702637
472,10,5,2021-04-22 13:18:49.794349,2021-04-22 13:18:51.705438
472,11,5,2021-04-22 13:18:49.818354,2021-04-22 13:18:51.705698
472,12,5,2021-04-22 13:18:49.843828,2021-04-22 13:18:51.705952
472,13,5,2021-04-22 13:18:49.867613,2021-04-22 13:18:51.706204
473,14,5,2021-04-22 13:18:49.79436,2021-04-22 13:18:51.708931
473,15,5,2021-04-22 13:18:49.818364,2021-04-22 13:18:51.709187
473,16,5,2021-04-22 13:18:49.843837,2021-04-22 13:18:51.709444
473,17,5,2021-04-22 13:18:49.867623,2021-04-22 13:18:51.709695
474,18,5,2021-04-22 13:18:49.79437,2021-04-22 13:18:51.71247
474,19,5,2021-04-22 13:18:49.818373,2021-04-22 13:18:51.712733
474,20,5,2021-04-22 13:18:49.843846,2021-04-22 13:18:51.712989
474,21,5,2021-04-22 13:18:49.867632,2021-04-22 13:18:51.713245
475,22,5,2021-04-22 13:18:49.79438,2021-04-22 13:18:51.71626
475,23,5,2021-04-22 13:18:49.818382,2021-04-22 13:18:51.716554
475,24,5,2021-04-22 13:18:49.843856,2021-04-22 13:18:51.716932
475,25,5,2021-04-22 13:18:49.867642,2021-04-22 13:18:51.717386
476,1,5,2021-04-22 13:18:49.79439,2021-04-22 13:18:51.720728
476,2,5,2021-04-22 13:18:49.818391,2021-04-22 13:18:51.721027
476,3,5,2021-04-22 13:18:49.843866,2021-04-22 13:18:51.721379
476,4,5,2021-04-22 13:18:49.867651,2021-04-22 13:18:51.721764
477,5,5,2021-04-22 13:18:49.7944,2021-04-22 13:18:51.725222
477,6,5,2021-04-22 13:18:49.818418,2021-04-22 13:18:51.725521
477,7,5,2021-04-22 13:18:49.843875,2021-04-22 13:18:51.725806
477,8,5,2021-04-22 13:18:49.867661,2021-04-22 13:18:51.726084
478,9,5,2021-04-22 13:18:49.79441,2021-04-22 13:18:51.729001
478,10,5,2021-04-22 13:18:49.818429,2021-04-22 13:18:51.729264
478,11,5,2021-04-22 13:18:49.843884,2021-04-22 13:18:51.72952
478,12,5,2021-04-22 13:18:49.86767,2021-04-22 13:18:51.72978
479,13,5,2021-04-22 13:18:49.79442,2021-04-22 13:18:51.732591
479,14,5,2021-04-22 13:18:49.818439,2021-04-22 13:18:51.732852
479,15,5,2021-04-22 13:18:49.843894,2021-04-22 13:18:51.733105
479,16,5,2021-04-22 13:18:49.867679,2021-04-22 13:18:51.733356
480,17,5,2021-04-22 13:18:49.79443,2021-04-22 13:18:51.736145
480,18,5,2021-04-22 13:18:49.818448,2021-04-22 13:18:51.736401
480,19,5,2021-04-22 13:18:49.843903,2021-04-22 13:18:51.73666
480,20,5,2021-04-22 13:18:49.867689,2021-04-22 13:18:51.736912
481,21,5,2021-04-22 13:18:49.79444,2021-04-22 13:18:51.739647
481,22,5,2021-04-22 13:18:49.818457,2021-04-22 13:18:51.739902
481,23,5,2021-04-22 13:18:49.843913,2021-04-22 13:18:51.740152
481,24,5,2021-04-22 13:18:49.867698,2021-04-22 13:18:51.740404
482,25,5,2021-04-22 13:18:49.794452,2021-04-22 13:18:51.743155
482,1,5,2021-04-22 13:18:49.818467,2021-04-22 13:18:51.743412
482,2,5,2021-04-22 13:18:49.843922,2021-04-22 13:18:51.743662
482,3,5,2021-04-22 13:18:49.867727,2021-04-22 13:18:51.743916
483,4,5,2021-04-22 13:18:49.794463,2021-04-22 13:18:51.746741
483,5,5,2021-04-22 13:18:49.818476,2021-04-22 13:18:51.747004
483,6,5,2021-04-22 13:18:49.843931,2021-04-22 13:18:51.747261
483,7,5,2021-04-22 13:18:49.867738,2021-04-22 13:18:51.747519
484,8,5,2021-04-22 13:18:49.794473,2021-04-22 13:18:51.750301
484,9,5,2021-04-22 13:18:49.818488,2021-04-22 13:18:51.750558
484,10,5,2021-04-22 13:18:49.84394,2021-04-22 13:18:51.750809
484,11,5,2021-04-22 13:18:49.867748,2021-04-22 13:18:51.751063
485,12,5,2021-04-22 13:18:49.794483,2021-04-22 13:18:51.753801
485,13,5,2021-04-22 13:18:49.818497,2021-04-22 13:18:51.75407
485,14,5,2021-04-22 13:18:49.84395,2021-04-22 13:18:51.754323
485,15,5,2021-04-22 13:18:49.867757,2021-04-22 13:18:51.754575
486,16,5,2021-04-22 13:18:49.794495,2021-04-22 13:18:51.757362
486,17,5,2021-04-22 13:18:49.818507,2021-04-22 13:18:51.757621
486,18,5,2021-04-22 13:18:49.84396,2021-04-22 13:18:51.757872
486,19,5,2021-04-22 13:18:49.867766,2021-04-22 13:18:51.758125
487,20,5,2021-04-22 13:18:49.794505,2021-04-22 13:18:51.760985
487,21,5,2021-04-22 13:18:49.818516,2021-04-22 13:18:51.761379
487,22,5,2021-04-22 13:18:49.843972,2021-04-22 13:18:51.761645
487,23,5,2021-04-22 13:18:49.867775,2021-04-22 13:18:51.761911
488,24,5,2021-04-22 13:18:49.794528,2021-04-22 13:18:51.76482
488,25,5,2021-04-22 13:18:49.818525,2021-04-22 13:18:51.765084
488,1,5,2021-04-22 13:18:49.843981,2021-04-22 13:18:51.765344
488,2,5,2021-04-22 13:18:49.867785,2021-04-22 13:18:51.765599
489,3,5,2021-04-22 13:18:49.794538,2021-04-22 13:18:51.768677
489,4,5,2021-04-22 13:18:49.818535,2021-04-22 13:18:51.768965
489,5,5,2021-04-22 13:18:49.843991,2021-04-22 13:18:51.769241
489,6,5,2021-04-22 13:18:49.867797,2021-04-22 13:18:51.769515
490,7,5,2021-04-22 13:18:49.794547,2021-04-22 13:18:51.772411
490,8,5,2021-04-22 13:18:49.818544,2021-04-22 13:18:51.77267
490,9,5,2021-04-22 13:18:49.844,2021-04-22 13:18:51.772922
490,10,5,2021-04-22 13:18:49.867806,2021-04-22 13:18:51.773178
491,11,5,2021-04-22 13:18:49.794556,2021-04-22 13:18:51.775939
491,12,5,2021-04-22 13:18:49.818553,2021-04-22 13:18:51.776193
491,13,5,2021-04-22 13:18:49.844009,2021-04-22 13:18:51.776443
491,14,5,2021-04-22 13:18:49.867815,2021-04-22 13:18:51.776695
492,15,5,2021-04-22 13:18:49.794565,2021-04-22 13:18:51.779591
492,16,5,2021-04-22 13:18:49.818563,2021-04-22 13:18:51.779856
492,17,5,2021-04-22 13:18:49.844019,2021-04-22 13:18:51.78011
492,18,5,2021-04-22 13:18:49.867824,2021-04-22 13:18:51.780367
493,19,5,2021-04-22 13:18:49.794574,2021-04-22 13:18:51.78317
493,20,5,2021-04-22 13:18:49.818572,2021-04-22 13:18:51.783426
493,21,5,2021-04-22 13:18:49.844028,2021-04-22 13:18:51.783676
493,22,5,2021-04-22 13:18:49.867834,2021-04-22 13:18:51.783927
494,23,5,2021-04-22 13:18:49.794583,2021-04-22 13:18:51.786703
494,24,5,2021-04-22 13:18:49.818581,2021-04-22 13:18:51.786966
494,25,5,2021-04-22 13:18:49.844037,2021-04-22 13:18:51.787216
494,1,5,2021-04-22 13:18:49.867843,2021-04-22 13:18:51.787467
495,2,5,2021-04-22 13:18:49.794593,2021-04-22 13:18:51.790223
495,3,5,2021-04-22 13:18:49.81859,2021-04-22 13:18:51.790477
495,4,5,2021-04-22 13:18:49.844046,2021-04-22 13:18:51.790726
495,5,5,2021-04-22 13:18:49.867852,2021-04-22 13:18:51.790977
496,6,5,2021-04-22 13:18:49.794602,2021-04-22 13:18:51.793741
496,7,5,2021-04-22 13:18:49.8186,2021-04-22 13:18:51.793993
496,8,5,2021-04-22 13:18:49.844056,2021-04-22 13:18:51.794271
496,9,5,2021-04-22 13:18:49.867862,2021-04-22 13:18:51.794542
497,10,5,2021-04-22 13:18:49.794632,2021-04-22 13:18:51.79743
497,11,5,2021-04-22 13:18:49.818609,2021-04-22 13:18:51.79769
497,12,5,2021-04-22 13:18:49.844065,2021-04-22 13:18:51.797952
497,13,5,2021-04-22 13:18:49.867871,2021-04-22 13:18:51.798239
498,14,5,2021-04-22 13:18:49.794642,2021-04-22 13:18:51.801168
498,15,5,2021-04-22 13:18:49.818619,2021-04-22 13:18:51.801429
498,16,5,2021-04-22 13:18:49.844074,2021-04-22 13:18:51.801686
498,17,5,2021-04-22 13:18:49.86788,2021-04-22 13:18:51.801941
499,18,5,2021-04-22 13:18:49.794652,2021-04-22 13:18:51.804734
499,19,5,2021-04-22 13:18:49.818628,2021-04-22 13:18:51.804987
499,20,5,2021-04-22 13:18:49.844083,2021-04-22 13:18:51.805237
499,21,5,2021-04-22 13:18:49.86789,2021-04-22 13:18:51.805488
500,22,5,2021-04-22 13:18:49.794661,2021-04-22 13:18:51.808249
500,23,5,2021-04-22 13:18:49.818637,2021-04-22 13:18:51.808501
500,24,5,2021-04-22 13:18:49.844092,2021-04-22 13:18:51.808749
500,25,5,2021-04-22 13:18:49.867899,2021-04-22 13:18:51.809
501,1,6,2021-04-22 13:18:49.794673,2021-04-22 13:18:51.811897
501,2,6,2021-04-22 13:18:49.818647,2021-04-22 13:18:51.812173
501,3,6,2021-04-22 13:18:49.844101,2021-04-22 13:18:51.81248
501,4,6,2021-04-22 13:18:49.867908,2021-04-22 13:18:51.812777
502,5,6,2021-04-22 13:18:49.794683,2021-04-22 13:18:51.815829
502,6,6,2021-04-22 13:18:49.818656,2021-04-22 13:18:51.8161
502,7,6,2021-04-22 13:18:49.844142,2021-04-22 13:18:51.816363
502,8,6,2021-04-22 13:18:49.867918,2021-04-22 13:18:51.81662
503,9,6,2021-04-22 13:18:49.794692,2021-04-22 13:18:51.819511
503,10,6,2021-04-22 13:18:49.818665,2021-04-22 13:18:51.819788
503,11,6,2021-04-22 13:18:49.844152,2021-04-22 13:18:51.820063
503,12,6,2021-04-22 13:18:49.867927,2021-04-22 13:18:51.820332
504,13,6,2021-04-22 13:18:49.794701,2021-04-22 13:18:51.824286
504,14,6,2021-04-22 13:18:49.818676,2021-04-22 13:18:51.824577
504,15,6,2021-04-22 13:18:49.844161,2021-04-22 13:18:51.824864
504,16,6,2021-04-22 13:18:49.867937,2021-04-22 13:18:51.825144
505,17,6,2021-04-22 13:18:49.794711,2021-04-22 13:18:51.828145
505,18,6,2021-04-22 13:18:49.818685,2021-04-22 13:18:51.828407
505,19,6,2021-04-22 13:18:49.844171,2021-04-22 13:18:51.828663
505,20,6,2021-04-22 13:18:49.867946,2021-04-22 13:18:51.828917
506,21,6,2021-04-22 13:18:49.79472,2021-04-22 13:18:51.831807
506,22,6,2021-04-22 13:18:49.818695,2021-04-22 13:18:51.832062
506,23,6,2021-04-22 13:18:49.844182,2021-04-22 13:18:51.832351
506,24,6,2021-04-22 13:18:49.867955,2021-04-22 13:18:51.832659
507,25,6,2021-04-22 13:18:49.794729,2021-04-22 13:18:51.835606
507,1,6,2021-04-22 13:18:49.818704,2021-04-22 13:18:51.83587
507,2,6,2021-04-22 13:18:49.844191,2021-04-22 13:18:51.836134
507,3,6,2021-04-22 13:18:49.867965,2021-04-22 13:18:51.836387
508,4,6,2021-04-22 13:18:49.794739,2021-04-22 13:18:51.839716
508,5,6,2021-04-22 13:18:49.818713,2021-04-22 13:18:51.840071
508,6,6,2021-04-22 13:18:49.844201,2021-04-22 13:18:51.840383
508,7,6,2021-04-22 13:18:49.867975,2021-04-22 13:18:51.840789
509,8,6,2021-04-22 13:18:49.794747,2021-04-22 13:18:51.843936
509,9,6,2021-04-22 13:18:49.818722,2021-04-22 13:18:51.844225
509,10,6,2021-04-22 13:18:49.84421,2021-04-22 13:18:51.844494
509,11,6,2021-04-22 13:18:49.867986,2021-04-22 13:18:51.844749
510,12,6,2021-04-22 13:18:49.794757,2021-04-22 13:18:51.8476
510,13,6,2021-04-22 13:18:49.818732,2021-04-22 13:18:51.847853
510,14,6,2021-04-22 13:18:49.844219,2021-04-22 13:18:51.848103
510,15,6,2021-04-22 13:18:49.867996,2021-04-22 13:18:51.848349
511,16,6,2021-04-22 13:18:49.794766,2021-04-22 13:18:51.851276
511,17,6,2021-04-22 13:18:49.818741,2021-04-22 13:18:51.851529
511,18,6,2021-04-22 13:18:49.844229,2021-04-22 13:18:51.851783
511,19,6,2021-04-22 13:18:49.868005,2021-04-22 13:18:51.852034
512,20,6,2021-04-22 13:18:49.794775,2021-04-22 13:18:51.854867
512,21,6,2021-04-22 13:18:49.81875,2021-04-22 13:18:51.855118
512,22,6,2021-04-22 13:18:49.844238,2021-04-22 13:18:51.85537
512,23,6,2021-04-22 13:18:49.868014,2021-04-22 13:18:51.85562
513,24,6,2021-04-22 13:18:49.794785,2021-04-22 13:18:51.858434
513,25,6,2021-04-22 13:18:49.818759,2021-04-22 13:18:51.858685
513,1,6,2021-04-22 13:18:49.844247,2021-04-22 13:18:51.858933
513,2,6,2021-04-22 13:18:49.868024,2021-04-22 13:18:51.859182
